WKT,ID,NATURE,TOPONYME
"MULTIPOLYGON (((5.97506325012715 44.9367446728585,5.97506086270327 44.9366996868996,5.97499752701622 44.9367013826154,5.97499991438938 44.9367463685757,5.97506325012715 44.9367446728585)))",PAIHABIT0000000028305715,Lieu-dit habité,les Bouleaux
"MULTIPOLYGON (((5.64611791672745 45.2412767409617,5.64611578157715 45.2412317448634,5.64605209067959 45.2412332532768,5.64605422577857 45.2412782493764,5.64611791672745 45.2412767409617)))",PAIHABIT0000000225496969,Lieu-dit habité,les Grandes Îles
"MULTIPOLYGON (((6.08622680453906 45.3546669756615,6.08622430936151 45.3546219876953,6.08616050165769 45.3546237469142,6.08616299678376 45.3546687348818,6.08622680453906 45.3546669756615)))",PAIHABIT0000000007541507,Ruines,le Checlat
"MULTIPOLYGON (((6.1336713018782 45.3708826323028,6.13366876762419 45.3708376452765,6.13360494284108 45.3708394315309,6.13360747704359 45.3708844185587,6.1336713018782 45.3708826323028)))",PAIHABIT0000000007541139,Lieu-dit habité,la Chevrette
"MULTIPOLYGON (((6.11238661286065 45.3645725988445,6.11238409609632 45.3645276113867,6.11232027786775 45.3645293855127,6.11232279458058 45.364574372972,6.11238661286065 45.3645725988445)))",PAIHABIT0000000007541140,Ruines,les Sapets
"MULTIPOLYGON (((6.0985473864181 45.3684772353826,6.09854488066304 45.3684322475845,6.09848105751731 45.3684340138271,6.09848356322088 45.3684790016266,6.0985473864181 45.3684772353826)))",PAIHABIT0000000007541141,Lieu-dit habité,Chinfert
"MULTIPOLYGON (((6.10415491325644 45.3553319143638,6.1041524035617 45.3552869267929,6.10408859566393 45.3552886962263,6.10409110530719 45.3553336837986,6.10415491325644 45.3553319143638)))",PAIHABIT0000000007541494,Ruines,le Mollaret
"MULTIPOLYGON (((6.10435146012886 45.3591527200448,6.10434895010303 45.3591077324486,6.10428513783205 45.3591095019951,6.1042876478064 45.3591544895928,6.10435146012886 45.3591527200448)))",PAIHABIT0000000007541495,Lieu-dit habité,la Fougère
"MULTIPOLYGON (((6.10667982643798 45.3598982577991,6.10667731449688 45.3598532702493,6.10661350144533 45.3598550411226,6.10661601333494 45.3599000286739,6.10667982643798 45.3598982577991)))",PAIHABIT0000000007541496,Lieu-dit habité,l'Argentière
"MULTIPOLYGON (((6.09947224015339 45.3612361871024,6.09946973397683 45.3611911993807,6.09940591916253 45.361192966148,6.09940842528759 45.3612379538711,6.09947224015339 45.3612361871024)))",PAIHABIT0000000007541499,Ruines,la Bouche
"MULTIPOLYGON (((6.09562789230536 45.3520355848948,6.09562538964932 45.351990597159,6.09556158525874 45.3519923617332,6.0955640878633 45.3520373494704,6.09562789230536 45.3520355848948)))",PAIHABIT0000000007541501,Lieu-dit habité,l'Enserme
"MULTIPOLYGON (((6.0891920881175 45.3531028112945,6.08918959061394 45.3530578234066,6.08912578479653 45.3530595843145,6.08912828224861 45.3531045722038,6.0891920881175 45.3531028112945)))",PAIHABIT0000000007541502,Lieu-dit habité,le Charvin
"MULTIPOLYGON (((6.09425192113288 45.359422418971,6.09424941925673 45.3593774311467,6.09418560635609 45.3593791949393,6.09418810818074 45.359424182765,6.09425192113288 45.359422418971)))",PAIHABIT0000000007541503,Ruines,les Bennes
"MULTIPOLYGON (((6.08742204628477 45.3453415111173,6.08741955055942 45.3452965232514,6.08735575357966 45.3452982831483,6.08735824925355 45.3453432710157,6.08742204628477 45.3453415111173)))",PAIHABIT0000000007541817,Lieu-dit habité,le Prat
"MULTIPOLYGON (((6.10154476958 45.356105015736,6.10181241436879 45.355828970036,6.10181260067398 45.355625074857,6.101631328877 45.3553670400076,6.10135569910495 45.3552648432515,6.10138986352179 45.3550149760152,6.10115959255432 45.3546364810292,6.10096595989259 45.3545468418785,6.10095538223157 45.3542755642498,6.10072172883635 45.3540311198967,6.10030045667557 45.3539333335588,6.10001345002203 45.3539871680788,6.09952566216175 45.3538622186745,6.09904405964779 45.3540342830389,6.0986023814405 45.3540226268183,6.09824975383056 45.3541927615669,6.09812193175817 45.3545233691272,6.09822859402047 45.3547240733542,6.09817196171407 45.3549373872443,6.09798813439212 45.3551067160572,6.09791197637776 45.355360632587,6.09832640821452 45.3561099460368,6.09808710741223 45.3566518696711,6.09828445541359 45.3569412285463,6.09778916465597 45.3569003753139,6.09737236479892 45.3571247166369,6.09707222215316 45.3570484571237,6.09678392455325 45.3570645778949,6.09643459967112 45.3572380113866,6.09625034993704 45.3574626835652,6.09621989126075 45.3576860855594,6.09639564853012 45.3579661828435,6.09621049480148 45.3581403952859,6.0961498839919 45.3584108297611,6.09624990956105 45.3585803089297,6.09608452001012 45.3587901173272,6.09607447015797 45.3589848210829,6.09625542365878 45.3592726598959,6.09670451614214 45.3594470288251,6.09663981870788 45.359666053719,6.09635313296711 45.3596595256856,6.095919834442 45.3598512727727,6.0957892107698 45.3600818346567,6.09595646646202 45.3604535776725,6.09629766035478 45.360591200634,6.09660337205515 45.3605964148202,6.09696940029698 45.3604686261615,6.09715408930949 45.3601098379431,6.09744354972647 45.3601123748275,6.09780957285691 45.3599845834339,6.09800232344301 45.3596549311649,6.09773328894803 45.3592670157125,6.09780464665693 45.3586752177085,6.09799911526834 45.3589016042224,6.09876970216636 45.3593430467105,6.09969478740276 45.3593087635347,6.10030151224482 45.3590160887518,6.10043452112885 45.3586437435987,6.10025547909007 45.3583838402657,6.10032150614795 45.3582490329148,6.10077874636233 45.3579727620023,6.10090979555734 45.3575841113834,6.10085577624648 45.3574475437039,6.10108640858249 45.3572610994311,6.10115943988703 45.3570515997663,6.10109967653849 45.3568845687814,6.10151301770167 45.3564224925427,6.10154476958 45.356105015736)))",PAIHABIT0000000007541509,Lieu-dit habité,Pinsot
"MULTIPOLYGON (((6.15851616464334 45.3369170265244,6.15851361186541 45.3368720403288,6.15844982680893 45.3368738407273,6.15845237953541 45.3369188269244,6.15851616464334 45.3369170265244)))",PAIHABIT0000000007541802,Lieu-dit habité,Périoule
"MULTIPOLYGON (((6.12009045559188 45.3410120711071,6.1200879336687 45.3409670840077,6.12002414268684 45.3409688625155,6.12002666455856 45.3410138496164,6.12009045559188 45.3410120711071)))",PAIHABIT0000000007541804,Lieu-dit habité,le Gavet
"MULTIPOLYGON (((6.08870060728701 45.3484620082638,6.08869811038873 45.3484170204016,6.08863430987393 45.348418781028,6.08863680672074 45.3484637688916,6.08870060728701 45.3484620082638)))",PAIHABIT0000000007541815,Lieu-dit habité,le Fayens
"MULTIPOLYGON (((5.91290945730063 45.3493083296515,5.91290710240929 45.3492633379744,5.91284329552412 45.3492649984421,5.91284565036397 45.3493099901205,5.91290945730063 45.3493083296515)))",PAIHABIT0000000007541852,Lieu-dit habité,Rajon
"MULTIPOLYGON (((5.90861798752917 45.3474186785988,5.90861563618543 45.3473736868465,5.90855183133783 45.3473753448684,5.90855418263008 45.3474203366221,5.90861798752917 45.3474186785988)))",PAIHABIT0000000007541854,Lieu-dit habité,Combet
"MULTIPOLYGON (((5.904865257766 45.3445102139504,5.90486290957727 45.3444652221424,5.9047991079507 45.3444668780252,5.90480145608794 45.3445118698345,5.904865257766 45.3445102139504)))",PAIHABIT0000000007541855,Lieu-dit habité,la Bâtie
"MULTIPOLYGON (((5.89790901473159 45.3260532069948,5.89790667293973 45.3260082151906,5.8978428922477 45.3260098671043,5.89784523398811 45.3260548589099,5.89790901473159 45.3260532069948)))",PAIHABIT0000000007542515,Lieu-dit habité,le Prayer
"MULTIPOLYGON (((5.85320269677505 45.2897377784492,5.85327082996206 45.2899053682826,5.85344927531535 45.290006489154,5.85407551700911 45.2899969245544,5.85405673900557 45.2900656388483,5.85388582574743 45.290053922279,5.8535915263896 45.2901928542752,5.85352339354983 45.2903853612046,5.8537772883876 45.2906904670628,5.85328492179328 45.2908558027129,5.85317896823248 45.2910213167154,5.85332567465945 45.291283357132,5.8535762062801 45.2913613994936,5.85403212505186 45.2913020533542,5.85428187645803 45.2911971427682,5.8544773548301 45.2909482484775,5.85458368719258 45.2910944702421,5.85482985807643 45.2911603638865,5.85522085450522 45.2910911913486,5.85630128873027 45.2911832035762,5.85641628176396 45.2912774514218,5.85626305240903 45.2913550796993,5.85618351725044 45.2915382086806,5.85628194331994 45.2917434056507,5.85663091702663 45.2918339292193,5.85648923358425 45.2920399887604,5.85661684689672 45.2922792529825,5.85725604256614 45.2924239721409,5.85750341212148 45.2923726761994,5.85771157636967 45.292467057165,5.85844304628085 45.2924290565338,5.85864414154827 45.2923510558022,5.8587627643125 45.292203072338,5.85867673720295 45.2918176568563,5.85883385624847 45.2917380581792,5.85907241652183 45.2919688455723,5.85901269595896 45.2921704446806,5.85914748842826 45.292376602986,5.85973766327252 45.2927461593639,5.8605797715056 45.2928867241302,5.86041181466893 45.2931224071426,5.86048603371106 45.2932932191175,5.86131120872922 45.2935940274133,5.86126378630747 45.293725101512,5.86067315799229 45.2934171488266,5.86039922167818 45.2933732911696,5.86007648522631 45.2935089012703,5.85994110982396 45.2939781368468,5.86003846367294 45.294208431484,5.86030250960899 45.294407705,5.86054352711991 45.2944714999229,5.86097543000574 45.2944188962384,5.86070343953477 45.2945255990413,5.860574747815 45.2947129271573,5.86093920333431 45.2952438584313,5.86122364676736 45.2953223833165,5.86146133606063 45.2952676841026,5.86177606767936 45.2953335525289,5.86205693326247 45.2952496589417,5.86232773244761 45.2947260020688,5.86217926415412 45.2945366036187,5.8617322497442 45.2944883364731,5.86144550272643 45.2943300972912,5.86151613040602 45.2942102154642,5.86175726912465 45.2942612032138,5.86201937605854 45.2941907150613,5.86226819770835 45.2940747686481,5.86241532552562 45.2938795007332,5.86305063245755 45.2941311385796,5.86337301879108 45.2941691918942,5.86369277549018 45.2943521318559,5.8641215197236 45.2942484241307,5.86421709214102 45.2940463820636,5.86410017023622 45.2938491249192,5.86365908811937 45.2937465290684,5.86324417948312 45.2933442939822,5.86335947565471 45.2931628533327,5.86323996300231 45.292941789971,5.86330970649444 45.292740483571,5.86323190912306 45.2925894806772,5.86297530777435 45.2924634063245,5.86280406258843 45.2924630473153,5.86255930278941 45.292090809446,5.86302045788698 45.2918059382967,5.86298974365233 45.291512910962,5.86283679215624 45.2913662795677,5.86253740666794 45.2912661078073,5.86217504218644 45.2912998104365,5.86172200358622 45.2911433846501,5.86171533045981 45.290881168593,5.86148263297209 45.290689001269,5.86094667182608 45.2906427162189,5.86075546200276 45.2907258434812,5.8606484109008 45.2905573067884,5.86041021042862 45.2904804322294,5.86009728061459 45.2905355523707,5.85992044956414 45.2907458447205,5.86006651081765 45.2910075150354,5.85955230407613 45.2912234459554,5.85938930313102 45.2911592657654,5.8595482642203 45.2908431867907,5.85938743982208 45.2905833943776,5.85887026753255 45.2905148395894,5.85863576496978 45.2902781518349,5.85839696506045 45.2902260891479,5.85816907742207 45.2902675893851,5.85801976338678 45.2901381888815,5.85771021723587 45.2900780256517,5.85743888742494 45.2901732706976,5.85733351153444 45.2903388206978,5.85748036286745 45.2906312264416,5.85733689931272 45.2908431980195,5.85707301690068 45.2907400017666,5.85685814705121 45.2907567702956,5.85690438386208 45.2905633403346,5.85665973565201 45.2903200433265,5.85670992628422 45.2901384242907,5.85661601153151 45.2899689544205,5.85633404529918 45.2896852722002,5.85585600336016 45.2894395664996,5.85568506685629 45.2892343283248,5.85544260970347 45.2891706985779,5.85514324674362 45.289237464758,5.85497262467711 45.2894386144731,5.8535388264182 45.2893170637589,5.85327107761624 45.2894720783118,5.85320269677505 45.2897377784492)))",PAIHABIT0000000007543262,Lieu-dit habité,le Tournoud
"MULTIPOLYGON (((5.96236279315604 44.9562501093938,5.96206312755444 44.9561708586852,5.96162457956885 44.9562536461613,5.96121712611832 44.9566962844743,5.96081958902509 44.956805548198,5.96070135348965 44.9570442814315,5.96050364128846 44.9571320032609,5.96025819421035 44.9574098865167,5.96031253308753 44.9576118699783,5.96053708071269 44.9577839487938,5.96080030455369 44.9578552074715,5.96108098895098 44.9577897825187,5.96137923577802 44.9579206339427,5.96172815695417 44.9579480561233,5.96200366402005 44.9577830407664,5.96201975227553 44.9576462198226,5.96240539642663 44.9575261486186,5.96252351682466 44.9572962194102,5.96273768873323 44.9571979298971,5.96283709803911 44.9570376708889,5.96301758631731 44.957064927881,5.96322718637625 44.9569939005184,5.96338398452218 44.9568106387257,5.96373105721076 44.956670693488,5.96380409863648 44.9564451147403,5.96359977863186 44.9562417154915,5.9631710334418 44.9562457058206,5.96307345048289 44.9560933106974,5.96279094961044 44.9560099388661,5.96248426586409 44.9560896458344,5.96236279315604 44.9562501093938)))",PAIHABIT0000000007547645,Lieu-dit habité,les Daurens
"MULTIPOLYGON (((6.00782720316791 44.9449105870473,6.00782478911283 44.9448656016869,6.00776144519909 44.9448673160728,6.00776385920343 44.9449123014346,6.00782720316791 44.9449105870473)))",PAIHABIT0000000007547725,Grange,la Peyra
"MULTIPOLYGON (((5.99643526229046 44.9442434331455,5.99643285740267 44.9441984475471,5.99636951389492 44.9442001554426,5.99637191873197 44.9442451410423,5.99643526229046 44.9442434331455)))",PAIHABIT0000000007547728,Lieu-dit habité,Confolens le Haut
"MULTIPOLYGON (((5.97070519471205 44.9419452427101,5.97092358097144 44.9423588364375,5.97183851785934 44.9427348364008,5.97217608804127 44.9426384122356,5.97261831012243 44.9421200145545,5.97223622339717 44.9415851068839,5.97229408563867 44.9412817495537,5.97218075875127 44.9411397104654,5.9719006839965 44.9410593774696,5.97106981545027 44.9412099191353,5.97096394266336 44.9413766820198,5.97098701299536 44.9415472804868,5.97079214746349 44.9416823167766,5.97070519471205 44.9419452427101)))",PAIHABIT0000000007547729,Lieu-dit habité,les Rambeaux
"MULTIPOLYGON (((5.97453462413737 44.9278578837577,5.97453223751566 44.9278128979071,5.97446891184668 44.9278145933173,5.97447129841768 44.9278595791692,5.97453462413737 44.9278578837577)))",PAIHABIT0000000007547802,Lieu-dit habité,Bourcheny Bas
"MULTIPOLYGON (((5.97060349561075 44.9349361642199,5.97065405395568 44.9353061217724,5.97048314886104 44.9354824623822,5.97005461630626 44.9353752948827,5.96977432780536 44.935392384785,5.96947961368135 44.9355155634007,5.96930274753242 44.9358071790915,5.96945018369324 44.9361559617698,5.96987377422041 44.9363767889413,5.97034785001636 44.9364564642058,5.97076252043005 44.9362823105673,5.97095976928051 44.936420116395,5.97095735573494 44.9366287981307,5.97039944284048 44.9367431814567,5.97021988097327 44.9369581565428,5.97019703728801 44.9371555844813,5.97034721955731 44.9374272225133,5.97083641416257 44.937590420892,5.97122690232771 44.9375023393374,5.97145779506517 44.9373167960861,5.97191175500773 44.9374068510853,5.97231378408449 44.9373053631531,5.97288125046888 44.9375209039004,5.97303098938427 44.9377432190995,5.9732367063295 44.9378417429629,5.97329237813058 44.9381122866637,5.97349353567532 44.9383390706489,5.97344189648787 44.9385351983447,5.97355595225878 44.9387646838395,5.97389955985182 44.9389716317159,5.97443126638048 44.9389927498321,5.97514547447274 44.9386121019363,5.97533953791484 44.9390541682862,5.97613112580095 44.9393177593207,5.97675156637792 44.9392718460599,5.97712386968597 44.9390869531832,5.97735660494099 44.9387249596013,5.97735201395725 44.9385077627501,5.9771140085173 44.9382453431808,5.97653969688304 44.9379902117679,5.97626799896137 44.9379537268853,5.9757372260367 44.9380413100195,5.97528694729555 44.9384019907199,5.9753078458219 44.9381787393725,5.97560052477814 44.9380594392156,5.97576013685437 44.9376956167632,5.97559004757232 44.9372985293896,5.97536733489868 44.9371608312631,5.97563472081112 44.936609170355,5.97582271672376 44.9367348055655,5.97634732123654 44.9368824640532,5.97706281233575 44.936920545039,5.97760422054213 44.9367652433035,5.97780663626503 44.936477137645,5.97781002127494 44.9361054212228,5.97759863523053 44.935864535365,5.97729290747299 44.9357203641501,5.97737342836374 44.9356030024387,5.97767974432418 44.9356796584466,5.97819577328084 44.9355326112322,5.97838776799927 44.9352031981234,5.97818061972933 44.9348430081036,5.97772360920267 44.9347066870714,5.97724268451658 44.9348324463953,5.97708685197716 44.9350132330425,5.97679288847234 44.9349107006459,5.97657610387023 44.9346894768469,5.97603267469239 44.934604955661,5.97599450345159 44.9343693107906,5.97611292179696 44.934130413338,5.97590123928277 44.9337621642097,5.97541198528149 44.9336279777342,5.97509009030007 44.9337017160323,5.9745674705378 44.933536660261,5.97423400230215 44.9336153254341,5.97403059006241 44.9337591603989,5.97390034400512 44.9340338809009,5.97400656679515 44.9342617080282,5.97396353480076 44.9343992878243,5.97377355232289 44.9342816889923,5.97340712817581 44.9342071202012,5.9730496414742 44.9343010608642,5.97285646437795 44.9344440332341,5.97275715710203 44.9347475047469,5.97230296257283 44.9350213935308,5.97200844181695 44.934827349905,5.97126398774869 44.9345954572699,5.97078304953426 44.9347211886439,5.97060349561075 44.9349361642199)))",PAIHABIT0000000007547811,Lieu-dit habité,le Périer
"MULTIPOLYGON (((5.96765229124114 44.9222883936019,5.96773973360636 44.9225677417206,5.96765367003548 44.9227882125731,5.96776732912094 44.9229819952715,5.96822348033123 44.9231566425202,5.96853840547896 44.9230763454876,5.96899602262126 44.9221137274086,5.96874419595613 44.9217399265774,5.96841505708723 44.9216441036187,5.96804925659204 44.9217720609933,5.96765229124114 44.9222883936019)))",PAIHABIT0000000007547885,Lieu-dit habité,Dessous la Roche
"MULTIPOLYGON (((5.96534603304879 44.9246417269806,5.96518509769935 44.9248017546557,5.96523491463902 44.9252382810143,5.96550402075199 44.9253692391172,5.96603654068889 44.9253779551545,5.96639659215193 44.9255819560018,5.96657499011856 44.9258122864369,5.96687146040322 44.9258887221859,5.96728754082824 44.9257611256372,5.96750977273659 44.9252947908989,5.96790597639746 44.925255291755,5.96806871206275 44.9250193753385,5.967916697312 44.9247742548725,5.96726497744573 44.9246175515065,5.96699779658723 44.9247092002058,5.9668704931154 44.9248607585901,5.9664968394095 44.9249360404527,5.96644402490205 44.9246282182454,5.96577393548493 44.924401547222,5.96546742877922 44.9244812616686,5.96534603304879 44.9246417269806)))",PAIHABIT0000000007547886,Lieu-dit habité,les Doras
"MULTIPOLYGON (((5.96605836751634 44.9232281558079,5.96605598788877 44.9231831698384,5.96599266719015 44.9231848604171,5.96599504676701 44.9232298463881,5.96605836751634 44.9232281558079)))",PAIHABIT0000000007547887,Lieu-dit habité,les Claudits
"MULTIPOLYGON (((5.65720028440403 44.9591107237054,5.65719815110551 44.9590657309883,5.65713478105031 44.9590672456103,5.65713691429802 44.9591122383286,5.65720028440403 44.9591107237054)))",PAIHABIT0000000201913913,Lieu-dit habité,Mairie d'Avignonet
"MULTIPOLYGON (((6.047686859288 45.3250957807295,6.04768439656207 45.3250507921474,6.04762062152283 45.3250525293993,6.04762308419733 45.3250975179827,6.047686859288 45.3250957807295)))",PAIHABIT0000000319065955,Lieu-dit habité,Foyer de Ski de Fond du Barioz
"MULTIPOLYGON (((6.08688384954589 45.0463666095879,6.08688136758222 45.046321624686,6.08681791131257 45.0463233841601,6.08682039322532 45.0463683690634,6.08688384954589 45.0463666095879)))",PAIHABIT0000000331617428,Lieu-dit habité,Mairie d'Auris
"MULTIPOLYGON (((5.34412396146301 45.058991388835,5.34412207607606 45.058946389223,5.34405858494871 45.0589477254801,5.34406047028466 45.0589927250931,5.34412396146301 45.058991388835)))",PAIHABIT0000000007547306,Quartier,le Merle
"MULTIPOLYGON (((5.61475509862573 45.0179526852479,5.61475299718565 45.0179076909748,5.61468955941155 45.0179091814361,5.61469166080072 45.0179541757104,5.61475509862573 45.0179526852479)))",PAIHABIT0000000007547491,Lieu-dit habité,Chamou
"MULTIPOLYGON (((5.5355011248617 45.0383015899437,5.53549908635397 45.0382565939491,5.53543562344425 45.0382580392573,5.53543766190103 45.038303035253,5.5355011248617 45.0383015899437)))",PAIHABIT0000000007547421,Lieu-dit habité,les Traverses
"MULTIPOLYGON (((5.96136124409326 45.280226605262,5.96135885301683 45.2801816151903,5.96129512665641 45.2801833032431,5.96129751768149 45.2802282933161,5.96136124409326 45.280226605262)))",PAIHABIT0000000007543224,Lieu-dit habité,les Lavanches
"MULTIPOLYGON (((5.47301994989388 45.2036273988431,5.47301795571479 45.2035823999078,5.472954303249 45.2035838096679,5.47295629737684 45.2036288086045,5.47301994989388 45.2036273988431)))",PAIHABIT0000000007545059,Lieu-dit habité,Marand
"MULTIPOLYGON (((5.82580377774179 45.2556947481282,5.82580149707359 45.2556497554454,5.82573779473528 45.255651366252,5.82574007535214 45.255696358936,5.82580377774179 45.2556947481282)))",PAIHABIT0000000007543888,Lieu-dit habité,le Civet
"MULTIPOLYGON (((5.61988205765981 44.8783227265911,5.6198799573373 44.8782777342657,5.61981667746922 44.878279227587,5.61981877774107 44.8783242199137,5.61988205765981 44.8783227265911)))",PAIHABIT0000000007548086,Lieu-dit habité,Tache Rousse
"MULTIPOLYGON (((5.65915717924336 45.0939751784277,5.6591550392265 45.0939301841012,5.65909151641826 45.0939316998936,5.65909365638407 45.0939766942214,5.65915717924336 45.0939751784277)))",PAIHABIT0000000007546582,Lieu-dit habité,Chabloz
"MULTIPOLYGON (((5.81671573525741 45.0503839055428,5.81671347025934 45.0503389148363,5.81665000131441 45.0503405203874,5.81665226626154 45.0503855110952,5.81671573525741 45.0503839055428)))",PAIHABIT0000000007547024,Ruines,Fontagnon
"MULTIPOLYGON (((5.68681109958269 45.1777990434165,5.68660049326572 45.1774725689728,5.68640304578538 45.1771547868225,5.68634698286851 45.1770750520774,5.68626938717635 45.177050792729,5.68617945792951 45.1770349386214,5.68609043799163 45.1770379822158,5.68591495250282 45.1770971629432,5.68568380084389 45.1774820200064,5.68554496301412 45.1777205053904,5.6852909300256 45.1781329402596,5.68528597169347 45.1782681999767,5.68532004997668 45.178420539146,5.68532305380928 45.1784565043151,5.68603213673312 45.1786061136766,5.68614790553097 45.1786294544713,5.68655969712265 45.1787159425813,5.68665090155462 45.1787317657585,5.68667421041532 45.1787131858997,5.68665845512436 45.1786504996141,5.6864676952283 45.1778100132106,5.68681109958269 45.1777990434165)))",PAIHABIT0000000007545264,Quartier,les Perrières
"MULTIPOLYGON (((5.62017099989368 45.2468775570139,5.62016888545992 45.2468325603702,5.62010518746894 45.2468340539996,5.62010730185138 45.2468790506445,5.62017099989368 45.2468775570139)))",PAIHABIT0000000225479095,Lieu-dit habité,la Citerne
"MULTIPOLYGON (((5.9196021596679 45.2366348502361,5.91959980413526 45.2365898596755,5.91953612631317 45.2365915239205,5.91953848179454 45.2366365144824,5.9196021596679 45.2366348502361)))",PAIHABIT0000000007544323,Lieu-dit habité,le Mas
"MULTIPOLYGON (((5.71335851334844 45.0388339782851,5.71335633187953 45.0387889856538,5.71329287311881 45.0387905323087,5.71329505453678 45.0388355249412,5.71335851334844 45.0388339782851)))",PAIHABIT0000000221310497,Lieu-dit habité,les Sarriaux
"MULTIPOLYGON (((5.61203482594457 44.8768636120187,5.6120327319652 44.8768186195658,5.61196945353328 44.8768201084152,5.61197154746199 44.8768651008693,5.61203482594457 44.8768636120187)))",PAIHABIT0000000007548138,Lieu-dit habité,Maison Dumas
"MULTIPOLYGON (((5.79570729911548 45.2295544001413,5.79570504378465 45.2295094070919,5.79564137042612 45.2295110007408,5.79564362570567 45.2295559937915,5.79570729911548 45.2295544001413)))",PAIHABIT0000000225479101,Lieu-dit habité,les Mandières
"MULTIPOLYGON (((5.97277535261455 45.332544796873,5.97277295007165 45.3324998066021,5.97270916419475 45.3325015011749,5.9727115666862 45.3325464914471,5.97277535261455 45.332544796873)))",PAIHABIT0000000252462915,Quartier,Résidence des Poètes
"MULTIPOLYGON (((5.91245825322015 44.8217294747059,5.91245592079562 44.8216844890463,5.91239271285965 44.8216861490346,5.91239504523365 44.8217311346956,5.91245825322015 44.8217294747059)))",PAIHABIT0000000007548295,Lieu-dit habité,Court
"MULTIPOLYGON (((6.00233222811023 45.4379280845585,6.00232979709164 45.4378830941427,6.00226589119966 45.4378848055856,6.00226832216661 45.4379297960029,6.00233222811023 45.4379280845585)))",PAIHABIT0000000007539843,Lieu-dit habité,les Hauts de la Gache
"MULTIPOLYGON (((5.4076832268828 45.0851264542776,5.4076812894858 45.0850814554525,5.40761777023386 45.0850828279399,5.40761970757981 45.0851278267661,5.4076832268828 45.0851264542776)))",PAIHABIT0000000077266958,Lieu-dit habité,Romanet
"MULTIPOLYGON (((5.48968969181675 45.0650011667335,5.48968768917339 45.0649561695909,5.48962419481119 45.0649575888036,5.48962619740354 45.0650025859474,5.48968969181675 45.0650011667335)))",PAIHABIT0000000007547093,Ruines,Valchevrière
"MULTIPOLYGON (((5.83369819159758 45.1872420049913,5.83369590736431 45.187197013128,5.83363228334656 45.1871986284092,5.83363456752862 45.1872436202738,5.83369819159758 45.1872420049913)))",PAIHABIT0000000007544971,Lieu-dit habité,les Combes
"MULTIPOLYGON (((5.55294962247853 44.9083604867047,5.55294757470026 44.9083154927096,5.55288425919942 44.9083169479063,5.55288630692697 44.9083619419026,5.55294962247853 44.9083604867047)))",PAIHABIT0000000007548040,Lieu-dit habité,les Petits Deux
"MULTIPOLYGON (((5.39356687695571 45.0633635266228,5.39356495166329 45.063318527805,5.39350145676851 45.0633198922401,5.39350338200992 45.063364891059,5.39356687695571 45.0633635266228)))",PAIHABIT0000000007547097,Lieu-dit habité,Combe Bernard
"MULTIPOLYGON (((5.75151185460279 45.2786702627362,5.75150963295478 45.278625268351,5.75144590224432 45.2786268368327,5.75144812384096 45.2786718312192,5.75151185460279 45.2786702627362)))",PAIHABIT0000000007543618,Lieu-dit habité,Gervais
"MULTIPOLYGON (((5.44164245457045 45.1526174902135,5.44164048748276 45.1525724912415,5.44157689234258 45.1525738831042,5.44157885937911 45.1526188820774,5.44164245457045 45.1526174902135)))",PAIHABIT0000000007545746,Lieu-dit habité,Tessonnière
"MULTIPOLYGON (((5.84854112063972 45.2059285465311,5.84853882367813 45.2058835547864,5.84847517879192 45.2058851785315,5.84847747570229 45.2059301702776,5.84854112063972 45.2059285465311)))",PAIHABIT0000000357702306,Quartier,Lotissement des Contamines
"MULTIPOLYGON (((5.32376867886945 45.1132776923491,5.32376680803487 45.1132326917742,5.32370325477709 45.1132340164492,5.32370512556057 45.1132790170252,5.32376867886945 45.1132776923491)))",PAIHABIT0000000322993100,Quartier,les Mayettes
"MULTIPOLYGON (((5.56931052155172 45.1145913624056,5.56930845305257 45.114546366153,5.56924490442632 45.1145478307556,5.56924697287438 45.1145928270094,5.56931052155172 45.1145913624056)))",PAIHABIT0000000007546372,Lieu-dit habité,le Truc
"MULTIPOLYGON (((6.12473727143011 45.0097825193503,6.12473476068765 45.009737535743,6.1246713470593 45.0097393167643,6.12467385775091 45.009784300373,6.12473727143011 45.0097825193503)))",PAIHABIT0000000331630192,Quartier,le Méijôtel
"MULTIPOLYGON (((5.5836580050943 45.0830938134893,5.58365592621955 45.083048817858,5.58359241375071 45.0830502906248,5.58359449257442 45.0830952862574,5.5836580050943 45.0830938134893)))",PAIHABIT0000000007546847,Lieu-dit habité,les Eymards
"MULTIPOLYGON (((5.62349902862407 45.1846819489005,5.62349691386365 45.1846369529225,5.62343328690796 45.1846384484283,5.62343540161717 45.1846834444075,5.62349902862407 45.1846819489005)))",PAIHABIT0000000007545285,Lieu-dit habité,Au delà du Furon
"MULTIPOLYGON (((6.06046392132653 45.1544933777483,6.06046145583241 45.1544483910463,6.06039787592577 45.1544501355159,6.06040034136877 45.1544951222193,6.06046392132653 45.1544933777483)))",PAIHABIT0000000007545434,Lieu-dit habité,le Crêt
"MULTIPOLYGON (((6.12583176385129 45.0210811078959,6.12582925172314 45.0210361241736,6.12576582533575 45.0210379058239,6.12576833741304 45.0210828895476,6.12583176385129 45.0210811078959)))",PAIHABIT0000000331630224,Quartier,le Vénéon
