WKT,ID,CLASSE,NATURE,GRAPHIE
"MULTIPOINT ((5.61457054432292 45.1333713954126))",PAIHYDRO0000000007458421,Détail hydrographique,Fontaine,fontaine du goulet
"MULTIPOINT ((5.55646343305075 45.1431751469592))",PAIHYDRO0000000007458422,Détail hydrographique,Fontaine,fontaine de la ligue
"MULTIPOINT ((5.50958673861059 45.1394579318634))",PAIHYDRO0000000007458423,Détail hydrographique,Source,fontaine des feuilles
"MULTIPOINT ((5.40745189421528 45.1439072718408))",PAIHYDRO0000000007458424,Détail hydrographique,Fontaine,fontaine du médé
"MULTIPOINT ((6.08379183067964 45.1023444670818))",PAIHYDRO0000000007458428,Détail hydrographique,Source,source de font belle
"MULTIPOINT ((6.07770098426645 45.1119075552474))",PAIHYDRO0000000007458429,Détail hydrographique,Fontaine,fontaine claret
"MULTIPOINT ((5.38209012240536 45.1167598185459))",PAIHYDRO0000000007458466,Détail hydrographique,Fontaine,fontaine torsière
"MULTIPOINT ((6.04465632652376 45.1110796496177))",PAIHYDRO0000000007458430,Détail hydrographique,Source captée,fontaine de sardonne
"MULTIPOINT ((6.03582838739318 45.1089614578785))",PAIHYDRO0000000007458431,Détail hydrographique,Source,fontaine de l'ours
"MULTIPOINT ((5.59100098577363 45.1167289413808))",PAIHYDRO0000000007458442,Détail hydrographique,Fontaine,la grande fontaine
"MULTIPOINT ((5.58287563639732 45.1205570599443))",PAIHYDRO0000000007458443,Détail hydrographique,Source,fontaine martin
"MULTIPOINT ((5.4318190787582 45.1297508723083))",PAIHYDRO0000000007458444,Détail hydrographique,Source,source de bury
"MULTIPOINT ((5.43309099640209 45.1204706867685))",PAIHYDRO0000000007458445,Détail hydrographique,Source,source de l'archer
"MULTIPOINT ((6.08373588355919 45.0850028507973))",PAIHYDRO0000000007458448,Détail hydrographique,Fontaine,font morelle
"MULTIPOINT ((5.87324653846459 45.0975072635194))",PAIHYDRO0000000007458451,Détail hydrographique,Source,source badet
"MULTIPOINT ((5.78618422450007 45.1002846703077))",PAIHYDRO0000000007458455,Détail hydrographique,Fontaine,fontaine des pièces carrées
"MULTIPOINT ((5.77190185018783 45.1045095165542))",PAIHYDRO0000000007458456,Détail hydrographique,Fontaine,fontaine de trouchaillet
"MULTIPOINT ((5.56633498682697 45.1116356560894))",PAIHYDRO0000000007458460,Détail hydrographique,Source,source de bouilly
"MULTIPOINT ((5.56257544674603 45.1057241198265))",PAIHYDRO0000000007458461,Détail hydrographique,Source,le grand ri
"MULTIPOINT ((5.54502959014023 45.1083864000387))",PAIHYDRO0000000007458462,Détail hydrographique,Fontaine,fontaine revoud
"MULTIPOINT ((5.43016079954644 45.1041161052872))",PAIHYDRO0000000007458463,Détail hydrographique,Source,fontaine de bachasset
"MULTIPOINT ((5.42367789240374 45.1061525919575))",PAIHYDRO0000000007458464,Détail hydrographique,Source,font bouteille
"MULTIPOINT ((5.38717415118965 45.1167303488897))",PAIHYDRO0000000007458465,Détail hydrographique,Fontaine,grande fontaine
"MULTIPOINT ((5.36120597542051 45.1203172526506))",PAIHYDRO0000000007458468,Détail hydrographique,Fontaine,fontaine de limasole
"MULTIPOINT ((5.29390764150684 45.1177199255341))",PAIHYDRO0000000007458469,Détail hydrographique,Source,font chanet
"MULTIPOINT ((6.07392305482746 45.0729067687092))",PAIHYDRO0000000007458477,Détail hydrographique,Source,source clairette
"MULTIPOINT ((5.82231322066158 45.0811741292416))",PAIHYDRO0000000007458485,Détail hydrographique,Source,source de la clobasse
"MULTIPOINT ((5.60538845026492 45.0869102328956))",PAIHYDRO0000000007458489,Détail hydrographique,Fontaine,font froide
"MULTIPOINT ((5.50021415894884 45.0931141209785))",PAIHYDRO0000000007458491,Détail hydrographique,Source,fontaine du brochet
"MULTIPOINT ((5.41964213772762 45.0963771736186))",PAIHYDRO0000000007458493,Détail hydrographique,Fontaine,fontaine de pétouze
"MULTIPOINT ((6.11143585264711 45.0540902613082))",PAIHYDRO0000000007458496,Détail hydrographique,Fontaine,fontaine des tévinières
"MULTIPOINT ((5.57894526640609 45.0611973845913))",PAIHYDRO0000000007458547,Détail hydrographique,Fontaine,fontaine magdelen
"MULTIPOINT ((6.10543588419794 45.0560662431772))",PAIHYDRO0000000007458497,Détail hydrographique,Source captée,fonts bernard
"MULTIPOINT ((6.07877524156776 45.0600090160525))",PAIHYDRO0000000007458498,Détail hydrographique,Point d'eau,le grome
"MULTIPOINT ((6.06542969897286 45.0608908019454))",PAIHYDRO0000000007458499,Détail hydrographique,Fontaine,font froide
"MULTIPOINT ((6.0563352509424 45.0668427183251))",PAIHYDRO0000000007458501,Détail hydrographique,Source,source des épines blanches
"MULTIPOINT ((5.62361431037911 45.075708813519))",PAIHYDRO0000000007458510,Détail hydrographique,Source,source des mousses
"MULTIPOINT ((5.60795194960921 45.0812602640106))",PAIHYDRO0000000007458512,Détail hydrographique,Fontaine,fontaine du berger
"MULTIPOINT ((6.04105792462098 45.0643378900431))",PAIHYDRO0000000007458502,Détail hydrographique,Cascade,cascade de sarenne
"MULTIPOINT ((5.59301423063928 45.0776846899977))",PAIHYDRO0000000007458514,Détail hydrographique,Fontaine,fontaine de machiret
"MULTIPOINT ((5.41596160461381 45.0793387893213))",PAIHYDRO0000000007458516,Détail hydrographique,Fontaine,font murat
"MULTIPOINT ((6.08392193134815 45.0518488321498))",PAIHYDRO0000000007458524,Détail hydrographique,Point d'eau,réservoir sainte-marie
"MULTIPOINT ((6.05868237600873 45.0456834664009))",PAIHYDRO0000000007458525,Détail hydrographique,Point d'eau,la bayette
"MULTIPOINT ((5.7742151316643 45.058608912416))",PAIHYDRO0000000007458539,Détail hydrographique,Source,source de la reine
"MULTIPOINT ((5.59473398499896 45.0576388661998))",PAIHYDRO0000000007458543,Détail hydrographique,Fontaine,fontaine de pissavache
"MULTIPOINT ((5.56605357267757 45.0627743797476))",PAIHYDRO0000000007458548,Détail hydrographique,Source captée,fontaine aymard
"MULTIPOINT ((5.55437490126243 45.0571349883135))",PAIHYDRO0000000007458549,Détail hydrographique,Source,fontaine du renard
"MULTIPOINT ((5.35616573596837 45.064051061261))",PAIHYDRO0000000007458553,Détail hydrographique,Fontaine,fontaine des truites
"MULTIPOINT ((6.04177395968235 45.0354917747265))",PAIHYDRO0000000007458556,Détail hydrographique,Source,petites sources
"MULTIPOINT ((6.045904995642 45.032310721703))",PAIHYDRO0000000007458557,Détail hydrographique,Source,les grandes sources
"MULTIPOINT ((5.74365565210566 45.0480133496151))",PAIHYDRO0000000007458563,Détail hydrographique,Fontaine,fontaine du corbeau
"MULTIPOINT ((5.58722409217749 45.0502597782644))",PAIHYDRO0000000007458564,Détail hydrographique,Fontaine,fontaine grand gour
"MULTIPOINT ((5.54278669663672 45.0498257892326))",PAIHYDRO0000000007458565,Détail hydrographique,Résurgence,font de la maie
"MULTIPOINT ((5.54278669663672 45.0498257892326))",PAIHYDRO0000000007458565,Détail hydrographique,Résurgence,hameau font de la mai
"MULTIPOINT ((6.10176178464233 45.0124807784872))",PAIHYDRO0000000007458569,Détail hydrographique,Fontaine,fontaine de la manche
"MULTIPOINT ((6.09405678863054 45.013826153355))",PAIHYDRO0000000007458570,Détail hydrographique,Fontaine,fontaine des abiorots
"MULTIPOINT ((5.57012822384275 45.0703693364849))",PAIHYDRO0000000007458545,Détail hydrographique,Résurgence,œil de la duis
"MULTIPOINT ((6.01391077213695 45.0143274701177))",PAIHYDRO0000000007458572,Détail hydrographique,Fontaine,fontaine du clot de la selle
"MULTIPOINT ((5.56468273942783 45.0323190032003))",PAIHYDRO0000000007458577,Détail hydrographique,Fontaine,fontaine du sac
"MULTIPOINT ((5.47627351417963 45.0423047325487))",PAIHYDRO0000000007458579,Détail hydrographique,Fontaine,font froide
"MULTIPOINT ((5.8540766216974 45.0118566274454))",PAIHYDRO0000000007458594,Détail hydrographique,Fontaine,fontaine de roumayoux
"MULTIPOINT ((5.52729279606678 45.015332066267))",PAIHYDRO0000000007458598,Détail hydrographique,Fontaine,fontaine de giraud-bernard
"MULTIPOINT ((5.95283730018123 44.9960518189098))",PAIHYDRO0000000007458610,Détail hydrographique,Fontaine,fontaine de la baisse
"MULTIPOINT ((5.76833276242463 45.0013116393838))",PAIHYDRO0000000007458614,Détail hydrographique,Source,source des nizets
"MULTIPOINT ((5.60605897399567 44.9977186880759))",PAIHYDRO0000000007458616,Détail hydrographique,Source captée,source captée de châtelard
"MULTIPOINT ((5.5502666469074 44.9974576680827))",PAIHYDRO0000000007458618,Détail hydrographique,Source,fontaine du coin
"MULTIPOINT ((5.50827499823426 44.999082542813))",PAIHYDRO0000000007458619,Détail hydrographique,Point d'eau,puits des ravières
"MULTIPOINT ((6.19324762273238 44.9759784646914))",PAIHYDRO0000000007458631,Détail hydrographique,Source,source des chasseurs
"MULTIPOINT ((5.86136538641614 44.9833890262162))",PAIHYDRO0000000007458640,Détail hydrographique,Fontaine,fontaine de la truie
"MULTIPOINT ((5.70710691030196 44.9795497819044))",PAIHYDRO0000000007458644,Détail hydrographique,Source,source de la dhuy
"MULTIPOINT ((5.56106813858998 44.9923332494197))",PAIHYDRO0000000007458649,Détail hydrographique,Fontaine,fontaine barnière
"MULTIPOINT ((5.56441355557689 44.9915607239879))",PAIHYDRO0000000007458650,Détail hydrographique,Fontaine,fontaine du mas
"MULTIPOINT ((6.18060624224865 44.9482428292433))",PAIHYDRO0000000007458657,Détail hydrographique,Cascade,cascade de la froide pisse
"MULTIPOINT ((6.16570097997772 44.9621117304497))",PAIHYDRO0000000007458658,Détail hydrographique,Fontaine,fontaines bénites
"MULTIPOINT ((6.02689174199156 44.9533572467833))",PAIHYDRO0000000007458662,Détail hydrographique,Source,source du tourot
"MULTIPOINT ((5.85623202264424 44.967390235041))",PAIHYDRO0000000007458665,Détail hydrographique,Fontaine,fontaine du sac
"MULTIPOINT ((5.85501751012951 44.9722730753687))",PAIHYDRO0000000007458666,Détail hydrographique,Fontaine,fontaine de la mer
"MULTIPOINT ((5.66109039332316 44.966589543778))",PAIHYDRO0000000007458668,Détail hydrographique,Source,source de pierre-feu
"MULTIPOINT ((5.60781054287637 44.9732741883169))",PAIHYDRO0000000007458670,Détail hydrographique,Fontaine,fontaine du drayou
"MULTIPOINT ((5.62433949650199 44.988712671681))",PAIHYDRO0000000007458648,Détail hydrographique,Fontaine,fontaine ardente
"MULTIPOINT ((6.06696980832649 44.9449412165182))",PAIHYDRO0000000007458680,Détail hydrographique,Cascade,cascades des pisses
"MULTIPOINT ((5.94888841829294 44.944910667245))",PAIHYDRO0000000007458682,Détail hydrographique,Fontaine,fontête
"MULTIPOINT ((5.74394774093538 44.9480538160774))",PAIHYDRO0000000007458685,Détail hydrographique,Fontaine,fontaine du lièvre
"MULTIPOINT ((5.74568577271102 44.9516019075217))",PAIHYDRO0000000007458686,Détail hydrographique,Fontaine,fontaine morin
"MULTIPOINT ((5.56746074929231 44.9536802212069))",PAIHYDRO0000000007458689,Détail hydrographique,Source,source de morinaire
"MULTIPOINT ((5.75160176463356 44.9334852325532))",PAIHYDRO0000000007458702,Détail hydrographique,Fontaine,fontaine tapa du prey
"MULTIPOINT ((6.23571181874173 44.9417175114643))",PAIHYDRO0000000007458676,Détail hydrographique,Cascade,cascade d'en bas
"MULTIPOINT ((6.08045903828424 44.9125487129277))",PAIHYDRO0000000007458717,Détail hydrographique,Fontaine,fontaine de langouna
"MULTIPOINT ((6.02879442233246 44.9102610082165))",PAIHYDRO0000000007458719,Détail hydrographique,Fontaine,fontaine julliarde
"MULTIPOINT ((5.6912800662698 44.9249961105031))",PAIHYDRO0000000007458723,Détail hydrographique,Fontaine,fontaine des pauvres
"MULTIPOINT ((5.60511245338059 44.9227248963482))",PAIHYDRO0000000007458726,Détail hydrographique,Source captée,source de la combe
"MULTIPOINT ((5.90798707923664 44.912032763823))",PAIHYDRO0000000007458743,Détail hydrographique,Source,source du frêne
"MULTIPOINT ((5.74645976311446 44.9146827386168))",PAIHYDRO0000000007458746,Détail hydrographique,Fontaine,fontaine gauthier
"MULTIPOINT ((5.60368553675164 44.9167073808847))",PAIHYDRO0000000007458748,Détail hydrographique,Source,source de la taillat
"MULTIPOINT ((5.58618420668924 44.9107688981709))",PAIHYDRO0000000007458749,Détail hydrographique,Fontaine,fontaine du bourret
"MULTIPOINT ((5.58292308154829 44.9221259269802))",PAIHYDRO0000000007458750,Détail hydrographique,Source captée,fontaine de la touveyre
"MULTIPOINT ((5.58863090381757 44.9192022892009))",PAIHYDRO0000000007458751,Détail hydrographique,Fontaine,fontaine de la chau
"MULTIPOINT ((5.71000246807263 44.9013874477336))",PAIHYDRO0000000007458772,Détail hydrographique,Source,fontaine perrachon
"MULTIPOINT ((5.6215393871256 44.8976642999885))",PAIHYDRO0000000007458775,Détail hydrographique,Source captée,source des rosais
